,Kingdom,Phylum,Class,Order,Family,Genus,Species
seq11387,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11388,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,
seq11389,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq11390,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,,
seq11391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Aquabacter,
seq11393,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,
seq11394,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11395,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,
seq11396,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
seq11398,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11399,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11400,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11401,Bacteria,,,,,,
seq11402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,
seq11404,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,
seq11405,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,
seq11406,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,
seq11407,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,
seq11408,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,
seq11409,Bacteria,Acidobacteriota,Subgroup 18,,,,
seq11410,Bacteria,Patescibacteria,Parcubacteria,,,,
seq11411,Bacteria,Actinobacteriota,Actinobacteria,,,,
seq11412,Bacteria,Elusimicrobiota,Lineage IIa,,,,
seq11413,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,,,
seq11414,Bacteria,Planctomycetota,OM190,,,,
seq11415,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11416,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,
seq11417,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
seq11418,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11419,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Tuwongella,
seq11420,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,,
seq11421,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Flaviluna,
seq11423,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Acetobacteroides,
seq11424,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,
seq11425,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
seq11428,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11429,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,
seq11431,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,
seq11432,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11435,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
seq11436,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,CM1G08,
seq11437,Bacteria,Proteobacteria,,,,,
seq11438,Bacteria,Acidobacteriota,Acidobacteriae,TSBb06,,,
seq11439,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,
seq11440,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq11441,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,
seq11442,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,,
seq11443,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
seq11444,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,
seq11445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
seq11446,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,
seq11447,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11448,Bacteria,Planctomycetota,Phycisphaerae,S-70,,,
seq11449,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,
seq11450,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq11451,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq11453,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus,
seq11454,Bacteria,Elusimicrobiota,Lineage IIa,,,,
seq11455,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11456,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,
seq11457,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,,,
seq11458,Bacteria,FCPU426,,,,,
seq11459,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq11461,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,,
seq11462,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,,,
seq11463,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11464,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq11465,Bacteria,Margulisbacteria,,,,,
seq11466,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq11467,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,,
seq11468,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,,
seq11469,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,,
seq11470,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq11471,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq11472,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,
seq11473,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq11474,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,
seq11475,Bacteria,Cyanobacteria,Cyanobacteriia,,,,
seq11476,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,
seq11477,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,
seq11479,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Cryptoprodotis,
seq11480,Bacteria,Acidobacteriota,Blastocatellia,Elev-16S-573,,,
seq11482,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11483,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,,
seq11484,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,
seq11485,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,,,
seq11486,Bacteria,Planctomycetota,vadinHA49,,,,
seq11488,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11489,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq11492,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11493,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq11495,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,
seq11496,Bacteria,SAR324 clade(Marine group B),,,,,
seq11497,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,
seq11498,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
seq11499,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,,,
seq11500,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,,,
seq11501,Bacteria,Latescibacterota,,,,,
seq11503,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,,,
seq11504,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] brachy group,
seq11505,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11506,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,
seq11509,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq11510,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq11511,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq11512,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11513,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,
seq11514,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq11516,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,
seq11517,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,,
seq11518,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq11519,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq11520,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11521,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq11522,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11524,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus,
seq11525,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
seq11526,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
seq11527,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq11528,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,,
seq11529,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
seq11530,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq11531,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Snowella 0TU37S04,
seq11532,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,
seq11533,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,,
seq11534,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,
seq11536,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq11537,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
seq11539,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,
seq11540,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,
seq11541,Bacteria,Zixibacteria,,,,,
seq11542,Bacteria,Chloroflexi,SL56 marine group,,,,
seq11543,Bacteria,Actinobacteriota,MB-A2-108,,,,
seq11545,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,
seq11546,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,,
seq11547,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11548,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,,,
seq11549,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
seq11550,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,,,
seq11551,Bacteria,Bacteroidota,OC31,,,,
seq11553,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,,,
seq11554,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,
seq11555,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
seq11556,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,
seq11557,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,,,
seq11558,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq11559,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,,
seq11560,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq11561,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella,
seq11562,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,,
seq11564,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,,,
seq11565,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11566,Bacteria,Planctomycetota,Pla4 lineage,,,,
seq11567,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,
seq11568,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,,,,
seq11569,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin118,
seq11570,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq11571,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,,,
seq11572,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,,
seq11573,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,
seq11574,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,,
seq11575,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,
seq11577,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq11578,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11579,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,,
seq11581,Bacteria,Chloroflexi,KD4-96,,,,
seq11582,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11583,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas,
seq11584,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11585,Bacteria,,,,,,
seq11586,Bacteria,Nitrospirota,Leptospirillia,Leptospirillales,Leptospirillaceae,Leptospirillum,
seq11588,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,,
seq11590,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Candidatus Iainarchaeum,,
seq11591,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,,
seq11592,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,
seq11593,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
seq11594,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,
seq11595,Bacteria,Cyanobacteria,Cyanobacteriia,,,,
seq11596,Bacteria,Latescibacterota,,,,,
seq11597,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq11598,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,,,
seq11599,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,
seq11600,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,,
seq11603,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,
seq11604,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,,
seq11605,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11606,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,
seq11607,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11608,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,,,
seq11609,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,,
seq11610,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,,
seq11612,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq11613,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
seq11614,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,,
seq11615,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
seq11617,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,
seq11618,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,
seq11619,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,
seq11620,Bacteria,Myxococcota,bacteriap25,,,,
seq11621,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,
seq11622,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,
seq11623,Bacteria,Bacteroidota,Bacteroidia,,,,
seq11624,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
seq11625,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11626,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,,
seq11627,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11628,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,,
seq11629,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,,,
seq11630,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,,
seq11631,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11632,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,
seq11633,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,,
seq11634,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11635,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq11636,Bacteria,Firmicutes,Clostridia,Lachnospirales,,,
seq11637,Bacteria,,,,,,
seq11638,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11641,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,,
seq11643,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
seq11644,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Achromatium,
seq11645,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11646,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
seq11647,Bacteria,Patescibacteria,WWE3,,,,
seq11648,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,,
seq11649,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,
seq11650,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,,
seq11652,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq11653,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
seq11654,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq11655,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,
seq11657,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11658,Bacteria,Caldisericota,Caldisericia,Caldisericales,WCHB1-02,,
seq11659,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,
seq11660,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,,
seq11661,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11662,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
seq11663,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11664,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq11665,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
seq11666,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,,
seq11667,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
seq11668,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Crenobacter,
seq11669,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq11670,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,
seq11671,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
seq11672,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Blvii28 wastewater-sludge group,
seq11673,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,
seq11674,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,,
seq11675,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,
seq11676,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
seq11677,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
seq11678,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
seq11679,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11680,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,,
seq11681,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,,
seq11683,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,,
seq11684,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,,,
seq11685,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,
seq11686,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,
seq11687,Bacteria,,,,,,
seq11688,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,,
seq11689,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,
seq11690,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11691,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq11692,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11693,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq11694,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Candidatus Tammella,
seq11695,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11697,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq11698,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,,,
seq11699,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq11700,Bacteria,,,,,,
seq11701,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,
seq11702,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,,
seq11703,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,,,
seq11704,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,,,
seq11705,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,
seq11706,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,,
seq11707,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,
seq11708,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,
seq11709,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq11710,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11711,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq11712,Bacteria,Patescibacteria,Parcubacteria,,,,
seq11713,Bacteria,SAR324 clade(Marine group B),,,,,
seq11714,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq11715,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,
seq11716,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
seq11717,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11719,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,GWF2-44-16,,
seq11720,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11721,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,,,
seq11722,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq11723,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
seq11724,Bacteria,Cyanobacteria,Sericytochromatia,,,,
seq11725,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parablastomonas,
seq11726,Bacteria,Planctomycetota,vadinHA49,,,,
seq11727,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,
